ordinal,species,in6,in5,in4,in3,in2,in1,total,year,site,period,sjy,dd,dd_sum,cdd_sum,cdd_sumfall,DI,per,elev,siteyear,Tmean,cdd_seas,Cdd_siteave,Cdd_july_siteave,spsiteyear,doy_adult,gdd_adult,elevation,elev.lab
174,Melanoplus sanguinipes,0,0,7,12,19,11,49,2009,A1,resurvey,A1_174_2009,5.16797674660923,5.16797674660923,153.566113496283,153.566113496283,2.306122448979592,2,2195,A12009,11.763989266587123,546.664954599874,333.8002900850302,119.51438810609704,A12009Melanoplus sanguinipes,228,444.63781564,2195,2195m
179,Melanoplus sanguinipes,0,1,6,11,11,3,32,2009,A1,resurvey,A1_179_2009,5.37108168472445,5.37108168472445,183.587395164903,183.587395164903,2.71875,2,2195,A12009,11.763989266587123,546.664954599874,333.8002900850302,119.51438810609704,A12009Melanoplus sanguinipes,228,444.63781564,2195,2195m
189,Melanoplus sanguinipes,8,7,4,7,5,0,31,2009,A1,resurvey,A1_189_2009,6.47061863381974,6.47061863381974,238.942221064955,238.942221064955,4.193548387096774,2,2195,A12009,11.763989266587123,546.664954599874,333.8002900850302,119.51438810609704,A12009Melanoplus sanguinipes,228,444.63781564,2195,2195m
195,Melanoplus sanguinipes,3,22,12,24,9,3,73,2009,A1,resurvey,A1_195_2009,8.2532953584919,8.2532953584919,281.797467632803,281.797467632803,3.684931506849315,2,2195,A12009,11.763989266587123,546.664954599874,333.8002900850302,119.51438810609704,A12009Melanoplus sanguinipes,228,444.63781564,2195,2195m
203,Melanoplus sanguinipes,23,16,7,9,4,0,59,2009,A1,resurvey,A1_203_2009,5.69408341905542,5.69408341905542,331.445235959354,331.445235959354,4.762711864406779,2,2195,A12009,11.763989266587123,546.664954599874,333.8002900850302,119.51438810609704,A12009Melanoplus sanguinipes,228,444.63781564,2195,2195m
212,Melanoplus sanguinipes,29,8,12,6,0,0,55,2009,A1,resurvey,A1_212_2009,3.29999975149515,3.29999975149515,367.370542260995,367.370542260995,5.090909090909091,2,2195,A12009,11.763989266587123,546.664954599874,333.8002900850302,119.51438810609704,A12009Melanoplus sanguinipes,228,444.63781564,2195,2195m
219,Melanoplus sanguinipes,21,9,7,2,0,0,39,2009,A1,resurvey,A1_219_2009,6.63501812010103,6.63501812010103,416.245664261552,416.245664261552,5.256410256410256,2,2195,A12009,11.763989266587123,546.664954599874,333.8002900850302,119.51438810609704,A12009Melanoplus sanguinipes,228,444.63781564,2195,2195m
227,Melanoplus sanguinipes,41,10,4,1,0,0,56,2009,A1,resurvey,A1_227_2009,4.42701561505287,4.42701561505287,461.008253426403,461.008253426403,5.625,2,2195,A12009,11.763989266587123,546.664954599874,333.8002900850302,119.51438810609704,A12009Melanoplus sanguinipes,228,444.63781564,2195,2195m
237,Melanoplus sanguinipes,38,0,0,0,0,0,38,2009,A1,resurvey,A1_237_2009,3.32866674000058,3.32866674000058,516.633514239149,516.633514239149,6,2,2195,A12009,11.763989266587123,546.664954599874,333.8002900850302,119.51438810609704,A12009Melanoplus sanguinipes,228,444.63781564,2195,2195m
176,Melanoplus sanguinipes,0,0,0,2,7,34,43,2010,A1,resurvey,A1_176_2010,6.56648826496346,6.56648826496346,168.015116400757,168.015116400757,1.255813953488372,2,2195,A12010,11.887217189300907,612.2753855720646,368.39309663688516,143.69185750253456,A12010Melanoplus sanguinipes,221,478.015116400757,2195,2195m
183,Melanoplus sanguinipes,0,4,10,23,22,18,77,2010,A1,resurvey,A1_183_2010,5.27947201976033,5.27947201976033,213.684508245887,213.684508245887,2.4805194805194803,2,2195,A12010,11.887217189300907,612.2753855720646,368.39309663688516,143.69185750253456,A12010Melanoplus sanguinipes,221,478.015116400757,2195,2195m
190,Melanoplus sanguinipes,0,9,18,54,35,19,135,2010,A1,resurvey,A1_190_2010,3.53252985840927,3.53252985840927,241.560863774327,241.560863774327,2.725925925925926,2,2195,A12010,11.887217189300907,612.2753855720646,368.39309663688516,143.69185750253456,A12010Melanoplus sanguinipes,221,478.015116400757,2195,2195m
201,Melanoplus sanguinipes,0,14,29,21,8,2,74,2010,A1,resurvey,A1_201_2010,8.52843609834815,8.52843609834815,325.561307462738,325.561307462738,3.608108108108108,2,2195,A12010,11.887217189300907,612.2753855720646,368.39309663688516,143.69185750253456,A12010Melanoplus sanguinipes,221,478.015116400757,2195,2195m
209,Melanoplus sanguinipes,41,25,21,10,4,0,101,2010,A1,resurvey,A1_209_2010,8.70063643757375,8.70063643757375,389.644234579265,389.644234579265,4.881188118811881,2,2195,A12010,11.887217189300907,612.2753855720646,368.39309663688516,143.69185750253456,A12010Melanoplus sanguinipes,221,478.015116400757,2195,2195m
217,Melanoplus sanguinipes,67,18,15,5,1,0,106,2010,A1,resurvey,A1_217_2010,6.4800661600673,6.4800661600673,444.715286339875,444.715286339875,5.367924528301887,2,2195,A12010,11.887217189300907,612.2753855720646,368.39309663688516,143.69185750253456,A12010Melanoplus sanguinipes,221,478.015116400757,2195,2195m
226,Melanoplus sanguinipes,78,25,5,1,0,0,109,2010,A1,resurvey,A1_226_2010,5.39109938199955,5.39109938199955,507.872085620736,507.872085620736,5.651376146788991,2,2195,A12010,11.887217189300907,612.2753855720646,368.39309663688516,143.69185750253456,A12010Melanoplus sanguinipes,221,478.015116400757,2195,2195m
231,Melanoplus sanguinipes,104,10,6,4,0,0,124,2010,A1,resurvey,A1_231_2010,7.16597848104575,7.16597848104575,540.188339891124,540.188339891124,5.725806451612903,2,2195,A12010,11.887217189300907,612.2753855720646,368.39309663688516,143.69185750253456,A12010Melanoplus sanguinipes,221,478.015116400757,2195,2195m
239,Melanoplus sanguinipes,101,10,2,1,0,0,114,2010,A1,resurvey,A1_239_2010,6.13132817434855,6.13132817434855,588.532985180859,588.532985180859,5.850877192982456,2,2195,A12010,11.887217189300907,612.2753855720646,368.39309663688516,143.69185750253456,A12010Melanoplus sanguinipes,221,478.015116400757,2195,2195m
174,Melanoplus sanguinipes,0,0,0,1,3,3,7,2011,A1,resurvey,A1_174_2011,5.21562307590115,5.21562307590115,144.384001643826,144.384001643826,1.7142857142857142,2,2195,A12011,12.603228092024457,670.0550775935069,399.80317666502214,133.44291658597038,A12011Melanoplus sanguinipes,224,504.38400164382597,2195,2195m
181,Melanoplus sanguinipes,8,0,5,15,12,9,49,2011,A1,resurvey,A1_181_2011,8.19676433,8.19676433,193.127370728125,193.127370728125,2.979591836734694,2,2195,A12011,12.603228092024457,670.0550775935069,399.80317666502214,133.44291658597038,A12011Melanoplus sanguinipes,224,504.38400164382597,2195,2195m
189,Melanoplus sanguinipes,4,6,8,24,17,12,71,2011,A1,resurvey,A1_189_2011,7.116182885,7.116182885,249.654726046105,249.654726046105,2.8732394366197185,2,2195,A12011,12.603228092024457,670.0550775935069,399.80317666502214,133.44291658597038,A12011Melanoplus sanguinipes,224,504.38400164382597,2195,2195m
195,Melanoplus sanguinipes,22,8,13,14,3,3,63,2011,A1,resurvey,A1_195_2011,6.615199245,6.615199245,285.963676223008,285.963676223008,4.365079365079365,2,2195,A12011,12.603228092024457,670.0550775935069,399.80317666502214,133.44291658597038,A12011Melanoplus sanguinipes,224,504.38400164382597,2195,2195m
203,Melanoplus sanguinipes,36,14,40,28,5,1,124,2011,A1,resurvey,A1_203_2011,6.41214977769139,6.41214977769139,345.335030182693,345.335030182693,4.362903225806452,2,2195,A12011,12.603228092024457,670.0550775935069,399.80317666502214,133.44291658597038,A12011Melanoplus sanguinipes,224,504.38400164382597,2195,2195m
207,Melanoplus sanguinipes,32,9,12,13,2,1,69,2011,A1,resurvey,A1_207_2011,8.965495525,8.965495525,379.119756052951,379.119756052951,4.768115942028985,2,2195,A12011,12.603228092024457,670.0550775935069,399.80317666502214,133.44291658597038,A12011Melanoplus sanguinipes,224,504.38400164382597,2195,2195m
215,Melanoplus sanguinipes,59,25,15,7,0,0,106,2011,A1,resurvey,A1_215_2011,7.747286255,7.747286255,438.89652564448,438.89652564448,5.283018867924528,2,2195,A12011,12.603228092024457,670.0550775935069,399.80317666502214,133.44291658597038,A12011Melanoplus sanguinipes,224,504.38400164382597,2195,2195m
225,Melanoplus sanguinipes,46,18,5,0,0,0,69,2011,A1,resurvey,A1_225_2011,6.00412624209941,6.00412624209941,513.301539700533,513.301539700533,5.594202898550725,2,2195,A12011,12.603228092024457,670.0550775935069,399.80317666502214,133.44291658597038,A12011Melanoplus sanguinipes,224,504.38400164382597,2195,2195m
245,Melanoplus sanguinipes,10,0,0,0,0,0,10,2011,A1,resurvey,A1_245_2011,6.59887139454205,0,670.055077593507,687.635732128049,6,2,2195,A12011,12.603228092024457,670.0550775935069,399.80317666502214,133.44291658597038,A12011Melanoplus sanguinipes,224,504.38400164382597,2195,2195m
160,Aeropedellus clavatus,0,0,2,0,12,6,20,1959,B1,initial,B1_160_1959,6.00045623772845,6.00045623772845,68.9257659363372,68.9257659363372,1.9,1,2591,B11959,9.34366847826087,467.12909045209324,322.72460554716326,112.7402459069191,B11959Aeropedellus clavatus,175,188.9257659363372,2591,2591m
167,Aeropedellus clavatus,0,2,4,0,2,0,8,1959,B1,initial,B1_167_1959,4.75486246732442,4.75486246732442,112.816110697716,112.816110697716,3.75,1,2591,B11959,9.34366847826087,467.12909045209324,322.72460554716326,112.7402459069191,B11959Aeropedellus clavatus,175,188.9257659363372,2591,2591m
174,Aeropedellus clavatus,10,10,0,0,0,0,20,1959,B1,initial,B1_174_1959,7.83,7.83,143.509993761453,143.509993761453,5.5,1,2591,B11959,9.34366847826087,467.12909045209324,322.72460554716326,112.7402459069191,B11959Aeropedellus clavatus,175,188.9257659363372,2591,2591m
183,Aeropedellus clavatus,8,2,10,0,0,0,20,1959,B1,initial,B1_183_1959,5.60992828567723,5.60992828567723,174.991684238974,174.991684238974,4.9,1,2591,B11959,9.34366847826087,467.12909045209324,322.72460554716326,112.7402459069191,B11959Aeropedellus clavatus,175,188.9257659363372,2591,2591m
195,Aeropedellus clavatus,68,2,0,0,0,0,70,1959,B1,initial,B1_195_1959,5.91310803697623,5.91310803697623,234.041113495283,234.041113495283,5.9714285714285715,1,2591,B11959,9.34366847826087,467.12909045209324,322.72460554716326,112.7402459069191,B11959Aeropedellus clavatus,175,188.9257659363372,2591,2591m
202,Aeropedellus clavatus,28,0,0,0,0,0,28,1959,B1,initial,B1_202_1959,5.38902349219361,5.38902349219361,262.008609811262,262.008609811262,6,1,2591,B11959,9.34366847826087,467.12909045209324,322.72460554716326,112.7402459069191,B11959Aeropedellus clavatus,175,188.9257659363372,2591,2591m
209,Aeropedellus clavatus,32,0,0,0,0,0,32,1959,B1,initial,B1_209_1959,9.465,9.465,313.195576623608,313.195576623608,6,1,2591,B11959,9.34366847826087,467.12909045209324,322.72460554716326,112.7402459069191,B11959Aeropedellus clavatus,175,188.9257659363372,2591,2591m
216,Aeropedellus clavatus,48,0,0,0,0,0,48,1959,B1,initial,B1_216_1959,4.09347083612944,4.09347083612944,348.540173630494,348.540173630494,6,1,2591,B11959,9.34366847826087,467.12909045209324,322.72460554716326,112.7402459069191,B11959Aeropedellus clavatus,175,188.9257659363372,2591,2591m
223,Aeropedellus clavatus,32,0,0,0,0,0,32,1959,B1,initial,B1_223_1959,9.165,9.165,383.211590531066,383.211590531066,6,1,2591,B11959,9.34366847826087,467.12909045209324,322.72460554716326,112.7402459069191,B11959Aeropedellus clavatus,175,188.9257659363372,2591,2591m
229,Aeropedellus clavatus,20,0,0,0,0,0,20,1959,B1,initial,B1_229_1959,9.165,9.165,406.691595638335,406.691595638335,6,1,2591,B11959,9.34366847826087,467.12909045209324,322.72460554716326,112.7402459069191,B11959Aeropedellus clavatus,175,188.9257659363372,2591,2591m
237,Aeropedellus clavatus,13,0,0,0,0,0,13,1959,B1,initial,B1_237_1959,2.21739343225837,2.21739343225837,439.151529382411,439.151529382411,6,1,2591,B11959,9.34366847826087,467.12909045209324,322.72460554716326,112.7402459069191,B11959Aeropedellus clavatus,175,188.9257659363372,2591,2591m
243,Aeropedellus clavatus,5,0,0,0,0,0,5,1959,B1,initial,B1_243_1959,5.23232573030584,5.23232573030584,467.129090452093,467.129090452093,6,1,2591,B11959,9.34366847826087,467.12909045209324,322.72460554716326,112.7402459069191,B11959Aeropedellus clavatus,175,188.9257659363372,2591,2591m
250,Aeropedellus clavatus,9,0,0,0,0,0,9,1959,B1,initial,B1_250_1959,6.59401942056325,0,467.129090452093,501.25587356909,6,1,2591,B11959,9.34366847826087,467.12909045209324,322.72460554716326,112.7402459069191,B11959Aeropedellus clavatus,175,188.9257659363372,2591,2591m
162,Aeropedellus clavatus,0,1,8,0,7,0,16,1960,B1,initial,B1_162_1960,0,0,71.9312197423397,71.9312197423397,3.1875,1,2591,B11960,9.604646739130434,468.9233066666117,332.0429196739508,118.2290813992198,B11960Aeropedellus clavatus,182,141.9312197423397,2591,2591m
165,Aeropedellus clavatus,0,2,6,0,8,5,21,1960,B1,initial,B1_165_1960,1.36641941910465,1.36641941910465,73.2976391614444,73.2976391614444,2.619047619047619,1,2591,B11960,9.604646739130434,468.9233066666117,332.0429196739508,118.2290813992198,B11960Aeropedellus clavatus,182,141.9312197423397,2591,2591m
168,Aeropedellus clavatus,0,5,17,11,3,0,36,1960,B1,initial,B1_168_1960,3.59937350570506,3.59937350570506,82.960395861902,82.960395861902,3.6666666666666665,1,2591,B11960,9.604646739130434,468.9233066666117,332.0429196739508,118.2290813992198,B11960Aeropedellus clavatus,182,141.9312197423397,2591,2591m
172,Aeropedellus clavatus,4,11,3,0,1,0,19,1960,B1,initial,B1_172_1960,6.09125194741913,6.09125194741913,106.300458334225,106.300458334225,4.894736842105263,1,2591,B11960,9.604646739130434,468.9233066666117,332.0429196739508,118.2290813992198,B11960Aeropedellus clavatus,182,141.9312197423397,2591,2591m
175,Aeropedellus clavatus,7,10,6,0,0,0,23,1960,B1,initial,B1_175_1960,0,0,113.726967638338,113.726967638338,5.043478260869565,1,2591,B11960,9.604646739130434,468.9233066666117,332.0429196739508,118.2290813992198,B11960Aeropedellus clavatus,182,141.9312197423397,2591,2591m
179,Aeropedellus clavatus,14,7,2,0,1,0,24,1960,B1,initial,B1_179_1960,5.36631245663546,5.36631245663546,133.244200708728,133.244200708728,5.375,1,2591,B11960,9.604646739130434,468.9233066666117,332.0429196739508,118.2290813992198,B11960Aeropedellus clavatus,182,141.9312197423397,2591,2591m
182,Aeropedellus clavatus,40,18,4,0,0,0,62,1960,B1,initial,B1_182_1960,3.59937350570506,3.59937350570506,151.089086795112,151.089086795112,5.580645161290323,1,2591,B11960,9.604646739130434,468.9233066666117,332.0429196739508,118.2290813992198,B11960Aeropedellus clavatus,182,141.9312197423397,2591,2591m
186,Aeropedellus clavatus,21,5,1,0,0,0,27,1960,B1,initial,B1_186_1960,2.07717015398953,2.07717015398953,169.12118283656,169.12118283656,5.7407407407407405,1,2591,B11960,9.604646739130434,468.9233066666117,332.0429196739508,118.2290813992198,B11960Aeropedellus clavatus,182,141.9312197423397,2591,2591m
189,Aeropedellus clavatus,32,16,4,0,0,0,52,1960,B1,initial,B1_189_1960,0.928451740923102,0.928451740923102,170.049634577483,170.049634577483,5.538461538461538,1,2591,B11960,9.604646739130434,468.9233066666117,332.0429196739508,118.2290813992198,B11960Aeropedellus clavatus,182,141.9312197423397,2591,2591m
193,Aeropedellus clavatus,32,4,1,0,0,0,37,1960,B1,initial,B1_193_1960,2.58619500591523,2.58619500591523,190.331828604637,190.331828604637,5.837837837837838,1,2591,B11960,9.604646739130434,468.9233066666117,332.0429196739508,118.2290813992198,B11960Aeropedellus clavatus,182,141.9312197423397,2591,2591m
200,Aeropedellus clavatus,36,3,0,0,0,0,39,1960,B1,initial,B1_200_1960,4.03672373612959,4.03672373612959,219.849240952007,219.849240952007,5.923076923076923,1,2591,B11960,9.604646739130434,468.9233066666117,332.0429196739508,118.2290813992198,B11960Aeropedellus clavatus,182,141.9312197423397,2591,2591m
202,Aeropedellus clavatus,4,0,1,0,0,0,5,1960,B1,initial,B1_202_1960,8.465,8.465,233.812061611507,233.812061611507,5.6,1,2591,B11960,9.604646739130434,468.9233066666117,332.0429196739508,118.2290813992198,B11960Aeropedellus clavatus,182,141.9312197423397,2591,2591m
207,Aeropedellus clavatus,24,0,0,0,0,0,24,1960,B1,initial,B1_207_1960,6.965,6.965,273.866920090526,273.866920090526,6,1,2591,B11960,9.604646739130434,468.9233066666117,332.0429196739508,118.2290813992198,B11960Aeropedellus clavatus,182,141.9312197423397,2591,2591m
210,Aeropedellus clavatus,16,0,0,0,0,0,16,1960,B1,initial,B1_210_1960,9.465,9.465,304.261920090526,304.261920090526,6,1,2591,B11960,9.604646739130434,468.9233066666117,332.0429196739508,118.2290813992198,B11960Aeropedellus clavatus,182,141.9312197423397,2591,2591m
215,Aeropedellus clavatus,11,0,0,0,0,0,11,1960,B1,initial,B1_215_1960,8.665,8.665,338.534492742183,338.534492742183,6,1,2591,B11960,9.604646739130434,468.9233066666117,332.0429196739508,118.2290813992198,B11960Aeropedellus clavatus,182,141.9312197423397,2591,2591m
224,Aeropedellus clavatus,29,0,0,0,0,0,29,1960,B1,initial,B1_224_1960,2.84477318607064,2.84477318607064,381.308274569301,381.308274569301,6,1,2591,B11960,9.604646739130434,468.9233066666117,332.0429196739508,118.2290813992198,B11960Aeropedellus clavatus,182,141.9312197423397,2591,2591m
231,Aeropedellus clavatus,13,0,0,0,0,0,13,1960,B1,initial,B1_231_1960,2.24327951952822,2.24327951952822,409.38020559125,409.38020559125,6,1,2591,B11960,9.604646739130434,468.9233066666117,332.0429196739508,118.2290813992198,B11960Aeropedellus clavatus,182,141.9312197423397,2591,2591m
237,Aeropedellus clavatus,5,0,0,0,0,0,5,1960,B1,initial,B1_237_1960,2.24327951952822,2.24327951952822,442.964976919409,442.964976919409,6,1,2591,B11960,9.604646739130434,468.9233066666117,332.0429196739508,118.2290813992198,B11960Aeropedellus clavatus,182,141.9312197423397,2591,2591m
153,Aeropedellus clavatus,0,1,4,2,4,1,12,2006,B1,resurvey,B1_153_2006,6.27213638404117,6.27213638404117,85.2471473432239,85.2471473432239,3,2,2591,B12006,11.100679347826087,617.5362465540476,453.1952915484379,156.75885861900264,B12006Aeropedellus clavatus,163,145.2471473432239,2591,2591m
159,Aeropedellus clavatus,17,6,1,0,4,0,28,2006,B1,resurvey,B1_159_2006,7.15,7.15,129.886086967917,129.886086967917,5.142857142857143,2,2591,B12006,11.100679347826087,617.5362465540476,453.1952915484379,156.75885861900264,B12006Aeropedellus clavatus,163,145.2471473432239,2591,2591m
166,Aeropedellus clavatus,27,2,1,0,0,0,30,2006,B1,resurvey,B1_166_2006,3.51231732437204,3.51231732437204,174.507208710363,174.507208710363,5.866666666666666,2,2591,B12006,11.100679347826087,617.5362465540476,453.1952915484379,156.75885861900264,B12006Aeropedellus clavatus,163,145.2471473432239,2591,2591m
173,Aeropedellus clavatus,7,0,0,0,0,0,7,2006,B1,resurvey,B1_173_2006,1.88089469110195,1.88089469110195,208.067044559438,208.067044559438,6,2,2591,B12006,11.100679347826087,617.5362465540476,453.1952915484379,156.75885861900264,B12006Aeropedellus clavatus,163,145.2471473432239,2591,2591m
180,Aeropedellus clavatus,11,0,0,0,0,0,11,2006,B1,resurvey,B1_180_2006,7.45,7.45,239.859329212834,239.859329212834,6,2,2591,B12006,11.100679347826087,617.5362465540476,453.1952915484379,156.75885861900264,B12006Aeropedellus clavatus,163,145.2471473432239,2591,2591m
188,Aeropedellus clavatus,12,0,0,0,0,0,12,2006,B1,resurvey,B1_188_2006,5.49658494336138,5.49658494336138,281.847815793954,281.847815793954,6,2,2591,B12006,11.100679347826087,617.5362465540476,453.1952915484379,156.75885861900264,B12006Aeropedellus clavatus,163,145.2471473432239,2591,2591m
194,Aeropedellus clavatus,12,0,0,0,0,0,12,2006,B1,resurvey,B1_194_2006,6.78740846417861,6.78740846417861,304.885880354446,304.885880354446,6,2,2591,B12006,11.100679347826087,617.5362465540476,453.1952915484379,156.75885861900264,B12006Aeropedellus clavatus,163,145.2471473432239,2591,2591m
201,Aeropedellus clavatus,10,0,0,0,0,0,10,2006,B1,resurvey,B1_201_2006,7.15,7.15,370.145942267887,370.145942267887,6,2,2591,B12006,11.100679347826087,617.5362465540476,453.1952915484379,156.75885861900264,B12006Aeropedellus clavatus,163,145.2471473432239,2591,2591m
208,Aeropedellus clavatus,5,0,0,0,0,0,5,2006,B1,resurvey,B1_208_2006,5.75057389952207,5.75057389952207,415.909743599686,415.909743599686,6,2,2591,B12006,11.100679347826087,617.5362465540476,453.1952915484379,156.75885861900264,B12006Aeropedellus clavatus,163,145.2471473432239,2591,2591m
223,Aeropedellus clavatus,6,0,0,0,0,0,6,2006,B1,resurvey,B1_223_2006,8.535,8.535,523.487107065601,523.487107065601,6,2,2591,B12006,11.100679347826087,617.5362465540476,453.1952915484379,156.75885861900264,B12006Aeropedellus clavatus,163,145.2471473432239,2591,2591m
230,Aeropedellus clavatus,3,0,0,0,0,0,3,2006,B1,resurvey,B1_230_2006,4.10134307540654,4.10134307540654,557.751569258215,557.751569258215,6,2,2591,B12006,11.100679347826087,617.5362465540476,453.1952915484379,156.75885861900264,B12006Aeropedellus clavatus,163,145.2471473432239,2591,2591m
135,Aeropedellus clavatus,0,0,0,0,0,3,3,2007,B1,resurvey,B1_135_2007,0,0,35.3144979903986,35.3144979903986,1,2,2591,B12007,11.692201086956521,632.5220715792832,482.5113304818944,171.84533946465416,B12007Aeropedellus clavatus,170,155.3144979903986,2591,2591m
144,Aeropedellus clavatus,0,0,0,1,3,3,7,2007,B1,resurvey,B1_144_2007,1.02589118185951,1.02589118185951,52.0032603302067,52.0032603302067,1.7142857142857142,2,2591,B12007,11.692201086956521,632.5220715792832,482.5113304818944,171.84533946465416,B12007Aeropedellus clavatus,170,155.3144979903986,2591,2591m
150,Aeropedellus clavatus,0,0,4,4,8,0,16,2007,B1,resurvey,B1_150_2007,0,0,61.4489235876261,61.4489235876261,2.75,2,2591,B12007,11.692201086956521,632.5220715792832,482.5113304818944,171.84533946465416,B12007Aeropedellus clavatus,170,155.3144979903986,2591,2591m
155,Aeropedellus clavatus,1,0,10,12,4,1,28,2007,B1,resurvey,B1_155_2007,3.69033191083229,3.69033191083229,73.1121561912042,73.1121561912042,3.25,2,2591,B12007,11.692201086956521,632.5220715792832,482.5113304818944,171.84533946465416,B12007Aeropedellus clavatus,170,155.3144979903986,2591,2591m
162,Aeropedellus clavatus,3,0,3,5,1,0,12,2007,B1,resurvey,B1_162_2007,1.67431043220177,1.67431043220177,89.1933740259808,89.1933740259808,3.9166666666666665,2,2591,B12007,11.692201086956521,632.5220715792832,482.5113304818944,171.84533946465416,B12007Aeropedellus clavatus,170,155.3144979903986,2591,2591m
169,Aeropedellus clavatus,6,0,2,0,0,0,8,2007,B1,resurvey,B1_169_2007,9.4,9.4,136.307830602783,136.307830602783,5.5,2,2591,B12007,11.692201086956521,632.5220715792832,482.5113304818944,171.84533946465416,B12007Aeropedellus clavatus,170,155.3144979903986,2591,2591m
176,Aeropedellus clavatus,14,0,4,0,0,0,18,2007,B1,resurvey,B1_176_2007,6.8910198172267,6.8910198172267,191.15507471837,191.15507471837,5.555555555555555,2,2591,B12007,11.692201086956521,632.5220715792832,482.5113304818944,171.84533946465416,B12007Aeropedellus clavatus,170,155.3144979903986,2591,2591m
183,Aeropedellus clavatus,3,4,1,0,0,0,8,2007,B1,resurvey,B1_183_2007,4.91341003457649,4.91341003457649,243.868928191987,243.868928191987,5.25,2,2591,B12007,11.692201086956521,632.5220715792832,482.5113304818944,171.84533946465416,B12007Aeropedellus clavatus,170,155.3144979903986,2591,2591m
190,Aeropedellus clavatus,14,0,1,0,0,0,15,2007,B1,resurvey,B1_190_2007,4.06391469431609,4.06391469431609,284.99257949757,284.99257949757,5.866666666666666,2,2591,B12007,11.692201086956521,632.5220715792832,482.5113304818944,171.84533946465416,B12007Aeropedellus clavatus,170,155.3144979903986,2591,2591m
197,Aeropedellus clavatus,24,0,0,0,0,0,24,2007,B1,resurvey,B1_197_2007,11.1,11.1,342.668428965749,342.668428965749,6,2,2591,B12007,11.692201086956521,632.5220715792832,482.5113304818944,171.84533946465416,B12007Aeropedellus clavatus,170,155.3144979903986,2591,2591m
204,Aeropedellus clavatus,5,0,0,0,0,0,5,2007,B1,resurvey,B1_204_2007,9.47,9.47,406.223428965749,406.223428965749,6,2,2591,B12007,11.692201086956521,632.5220715792832,482.5113304818944,171.84533946465416,B12007Aeropedellus clavatus,170,155.3144979903986,2591,2591m
211,Aeropedellus clavatus,7,0,0,0,0,0,7,2007,B1,resurvey,B1_211_2007,5.7180923479159,5.7180923479159,442.432769631806,442.432769631806,6,2,2591,B12007,11.692201086956521,632.5220715792832,482.5113304818944,171.84533946465416,B12007Aeropedellus clavatus,170,155.3144979903986,2591,2591m
218,Aeropedellus clavatus,7,0,0,0,0,0,7,2007,B1,resurvey,B1_218_2007,6.61,6.61,480.948070554094,480.948070554094,6,2,2591,B12007,11.692201086956521,632.5220715792832,482.5113304818944,171.84533946465416,B12007Aeropedellus clavatus,170,155.3144979903986,2591,2591m
130,Aeropedellus clavatus,0,0,0,1,3,4,8,2008,B1,resurvey,B1_130_2008,0.626015147526474,0.626015147526474,21.607863392552,21.607863392552,1.625,2,2591,B12008,10.030163043478261,596.6274716362548,443.3263970839354,184.04835147112553,B12008Aeropedellus clavatus,185,161.607863392552,2591,2591m
140,Aeropedellus clavatus,0,0,0,3,2,1,6,2008,B1,resurvey,B1_140_2008,4.83680839496793,4.83680839496793,34.7899350359655,34.7899350359655,2.3333333333333335,2,2591,B12008,10.030163043478261,596.6274716362548,443.3263970839354,184.04835147112553,B12008Aeropedellus clavatus,185,161.607863392552,2591,2591m
150,Aeropedellus clavatus,0,0,2,3,2,0,7,2008,B1,resurvey,B1_150_2008,3.15477786786447,3.15477786786447,47.2529496451268,47.2529496451268,3,2,2591,B12008,10.030163043478261,596.6274716362548,443.3263970839354,184.04835147112553,B12008Aeropedellus clavatus,185,161.607863392552,2591,2591m
158,Aeropedellus clavatus,0,0,3,11,7,3,24,2008,B1,resurvey,B1_158_2008,2.23190467888725,2.23190467888725,66.9600347404143,66.9600347404143,2.5833333333333335,2,2591,B12008,10.030163043478261,596.6274716362548,443.3263970839354,184.04835147112553,B12008Aeropedellus clavatus,185,161.607863392552,2591,2591m
162,Aeropedellus clavatus,2,2,8,3,1,0,16,2008,B1,resurvey,B1_162_2008,5.2953380476247,5.2953380476247,74.4844143165297,74.4844143165297,4.0625,2,2591,B12008,10.030163043478261,596.6274716362548,443.3263970839354,184.04835147112553,B12008Aeropedellus clavatus,185,161.607863392552,2591,2591m
169,Aeropedellus clavatus,17,3,6,4,0,0,30,2008,B1,resurvey,B1_169_2008,5.86880504960971,5.86880504960971,94.6494406393343,94.6494406393343,5.1,2,2591,B12008,10.030163043478261,596.6274716362548,443.3263970839354,184.04835147112553,B12008Aeropedellus clavatus,185,161.607863392552,2591,2591m
176,Aeropedellus clavatus,14,2,6,1,1,0,24,2008,B1,resurvey,B1_176_2008,5.50295592490803,5.50295592490803,128.834856608791,128.834856608791,5.125,2,2591,B12008,10.030163043478261,596.6274716362548,443.3263970839354,184.04835147112553,B12008Aeropedellus clavatus,185,161.607863392552,2591,2591m
184,Aeropedellus clavatus,25,0,2,0,0,0,27,2008,B1,resurvey,B1_184_2008,5.59892201501707,5.59892201501707,173.49272260299,173.49272260299,5.851851851851852,2,2591,B12008,10.030163043478261,596.6274716362548,443.3263970839354,184.04835147112553,B12008Aeropedellus clavatus,185,161.607863392552,2591,2591m
